,DHd_2016.zip,DHd_2017.zip,DHd_2018.zip,DHd_2019.zip,DHd_2020.zip,DHd_2022.zip,DHd_2023.zip
Alignment,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Ground Truth Generation,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Gender,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Sprache,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Quantitative Analyse,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Distant Watching,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Bilder,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Videos,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Menschen,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Visual Computing,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Posenerkennung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Mimikerkennung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
audiovisuell,0.0,0.0,0.0,0.013,0.0,0.0,0.0
Sprachkorpora,0.0,0.0,0.0,0.013,0.0,0.0,0.0
Historisch,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Zeitungen,0.0,0.0,0.0,0.013,0.0,0.006,0.0
Latein,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Historische Semantik,0.0,0.0,0.0,0.006,0.0,0.0,0.0
3D-Visualisierung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Distributional Semantics,0.0,0.0,0.0,0.006,0.006,0.0,0.0
direkte Rede,0.0,0.0,0.0,0.006,0.0,0.0,0.0
regelbasiertes Verfahren,0.0,0.0,0.0,0.006,0.0,0.0,0.0
automatische Erkennung,0.0,0.0,0.0,0.006,0.0,0.006,0.0
rooting,0.0,0.0,0.0,0.006,0.0,0.0,0.0
stemmatology,0.0,0.0,0.0,0.006,0.0,0.0,0.0
historical linguistics,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Objektidentifikation,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Tanz,0.0,0.0,0.0,0.006,0.006,0.0,0.0
Tanzwissenschaft,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Building Information Modelling (BIM),0.0,0.0,0.0,0.006,0.0,0.0,0.0
zerstörte Kunst und Architektur,0.0,0.0,0.0,0.006,0.0,0.0,0.0
noisy channel model,0.0,0.0,0.0,0.006,0.0,0.0,0.0
historical corpus,0.0,0.0,0.0,0.006,0.0,0.0,0.0
ocr,0.0,0.0,0.0,0.006,0.0,0.0,0.0
misspellings,0.0,0.0,0.0,0.006,0.0,0.0,0.0
royal society,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Character Reference detection,0.0,0.0,0.0,0.006,0.0,0.0,0.0
BiLSTM-CRF,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Dramenforschung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Shared Task,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Sprache der Geisteswissenschaften,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Wortliste,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Ressource,0.0,0.0,0.0,0.006,0.0,0.0,0.006
Datenanalyse,0.0,0.0,0.0,0.006,0.006,0.006,0.0
Präsentationsschicht,0.0,0.0,0.0,0.006,0.0,0.0,0.0
JSON-LD,0.0,0.0,0.0,0.006,0.0,0.0,0.0
schema.org,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Embedding,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Prosodieerkennung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Convolutional Neural Network,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Maschinelles Sehen,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Visuelle Stilometrie,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Neo4j,0.0,0.0,0.0,0.006,0.0,0.0,0.0
QGIS,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Laserscan,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Fotogrammetrie,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Digitale Epigraphie,0.0,0.0,0.0,0.006,0.0,0.0,0.0
automatisierte Zeichenerkennung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Mayaschrift,0.0,0.0,0.0,0.006,0.0,0.0,0.0
digitales 3D-Modell,0.0,0.0,0.0,0.006,0.0,0.0,0.0
historische Architektur,0.0,0.0,0.0,0.006,0.0,0.0,0.0
wissenschaftliche Rezeption,0.0,0.0,0.0,0.006,0.0,0.0,0.0
internationale Sichtbarkeit,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Automatische Übersetzung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Philologien,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Transdisziplinarität,0.0,0.0,0.0,0.006,0.0,0.0,0.006
Evaluierung,0.0,0.0,0.0,0.013,0.0,0.0,0.0
Editionen,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Onlineportal,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Standard,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Medien,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Zeichen,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Bedarfsanalyse,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Gattungen,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Komplexität,0.0,0.0,0.0,0.013,0.006,0.0,0.006
Schemaliteratur,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Hochliteratur,0.0,0.0,0.0,0.006,0.006,0.0,0.0
Arabische Schrift,0.0,0.0,0.0,0.006,0.0,0.0,0.0
LevenshteinDistanz,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Gazeteer,0.0,0.0,0.0,0.006,0.0,0.0,0.0
maschinelle Lernverfahren,0.0,0.0,0.0,0.006,0.006,0.0,0.0
Entitätenreferenzen,0.0,0.0,0.0,0.006,0.006,0.0,0.0
Reflexion,0.0,0.0,0.0,0.006,0.006,0.006,0.006
Programmiercode,0.0,0.0,0.0,0.006,0.006,0.0,0.0
Praxiserfahrung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Software-Stacks,0.0,0.0,0.0,0.006,0.006,0.0,0.0
Publikationsprozess,0.0,0.0,0.0,0.006,0.0,0.006,0.0
Abstracts,0.0,0.0,0.0,0.006,0.0,0.0,0.0
digitale Quellenkritik,0.0,0.0,0.0,0.006,0.0,0.013,0.0
Forschungsergebnis,0.0,0.0,0.0,0.013,0.0,0.0,0.0
Linkbase,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Multimodale Repräsentation,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Wissenskonstruktion,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Konversationsanalyse,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Auxiliardaten,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Korpuserstellung,0.0,0.0,0.0,0.006,0.006,0.019,0.0
Dubletten,0.0,0.0,0.0,0.006,0.006,0.0,0.0
topic,0.0,0.0,0.0,0.006,0.0,0.0,0.0
literature,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Open Space,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Community-Bildung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Property-Graph,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Computerlexikografie,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Abfragewerkzeug,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Heuristik,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Wortfeld,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Word Embedding,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Virtual Reality,0.0,0.0,0.0,0.019,0.0,0.0,0.0
Digital Storytelling,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Annotationen,0.0,0.0,0.0,0.006,0.006,0.0,0.006
Web Annotation Data Model,0.0,0.0,0.0,0.013,0.0,0.0,0.0
Triple-Store,0.0,0.0,0.0,0.006,0.0,0.0,0.0
SPARQL 1.1,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Simultaneitätsstudie,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Git,0.0,0.0,0.0,0.006,0.0,0.006,0.0
Versionskontrolle,0.0,0.0,0.0,0.006,0.0,0.0,0.0
kollaboratives Arbeiten,0.0,0.0,0.0,0.006,0.006,0.0,0.0
GitHub,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Koran,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Arabisch,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Rekonstruktion,0.0,0.0,0.0,0.006,0.006,0.0,0.006
Semantisierung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
neuronale maschinelle Übersetzung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Publikation,0.0,0.0,0.0,0.006,0.006,0.006,0.013
eXist-db,0.0,0.0,0.0,0.006,0.0,0.0,0.0
vue.js,0.0,0.0,0.0,0.006,0.0,0.0,0.0
quoteSalute,0.0,0.0,0.0,0.006,0.0,0.0,0.0
correspSearch,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Briefeditionen,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Multimodal,0.0,0.0,0.0,0.006,0.0,0.0,0.0
komplexes Schriftsystem,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Hieroglyphenschrift,0.0,0.0,0.0,0.006,0.0,0.0,0.0
ontologische Vernetzung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
TEI-P5,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Mayakultur,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Epigraphik,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Stand-off-Markup,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Hexenforschung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Methodenkritik,0.0,0.0,0.0,0.006,0.006,0.006,0.006
Studie,0.0,0.0,0.0,0.006,0.0,0.0,0.0
E-Publishing,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Wissensrepräsentation,0.0,0.0,0.0,0.006,0.0,0.006,0.0
Rezipientenwirkung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Biofeedback,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Text Reuse,0.0,0.0,0.0,0.006,0.0,0.006,0.0
Shakespeare,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Audio,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Video,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Oral History,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Digitale Briefedition,0.0,0.0,0.0,0.006,0.0,0.0,0.0
TEI-XML,0.0,0.0,0.0,0.006,0.0,0.006,0.0
Virtuelle Umgebung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Multimodale Hypertexte,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Aufbau,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Koordination,0.0,0.0,0.0,0.006,0.006,0.0,0.0
Lautstärkeanalyse,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Literaturanalyse,0.0,0.0,0.0,0.006,0.0,0.006,0.0
Expressionismus,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Verba Dicendi,0.0,0.0,0.0,0.006,0.006,0.0,0.0
mittelalterliche Urkunden,0.0,0.0,0.0,0.006,0.0,0.0,0.0
keyword extraction,0.0,0.0,0.0,0.006,0.0,0.0,0.0
statistische Methoden,0.0,0.0,0.0,0.006,0.0,0.0,0.0
multimodale Analyse,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Netzwerkforschung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
datenzentrierte digitale Editionen,0.0,0.0,0.0,0.006,0.0,0.0,0.0
legacy data,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Datenmodelle,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Kulturanthropologie,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Filter,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Apache Solr,0.0,0.0,0.0,0.013,0.0,0.0,0.0
Reiseberichte,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Türkei,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Nationalismus,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Open Semantic Search,0.0,0.0,0.0,0.013,0.0,0.0,0.0
NER,0.0,0.0,0.0,0.006,0.0,0.019,0.0
Part-of-Speech-Tagging,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Nonstandardvarietäten,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Variationslinguistik,0.0,0.0,0.0,0.006,0.006,0.0,0.0
3D-Rekonstruktion,0.0,0.0,0.0,0.006,0.006,0.0,0.0
Wissen,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Forschungsmethodik,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Titelfiguren,0.0,0.0,0.0,0.006,0.0,0.0,0.0
digitale Vermittlungsformate,0.0,0.0,0.0,0.006,0.0,0.0,0.0
museale Forschung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
vernetzte Systeme,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Museumsdokumentationssystem,0.0,0.0,0.0,0.006,0.0,0.0,0.0
spatial cognition,0.0,0.0,0.0,0.006,0.0,0.0,0.0
text analysis,0.0,0.0,0.0,0.006,0.0,0.0,0.0
map annotation,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Wissenschaftsblogs,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Literary Mapping,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Deep Maps,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Georektifizierung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Prototyp,0.0,0.0,0.0,0.013,0.0,0.006,0.0
Karte,0.0,0.0,0.0,0.006,0.0,0.006,0.0
Leaflet,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Literatur der frühen Neuzeit,0.0,0.0,0.0,0.006,0.0,0.0,0.0
historische Netzwerkanalyse,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Gephi,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Entscheidungsprozess,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Notizbücher,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Natural Interaction,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Narrativität,0.0,0.0,0.0,0.006,0.0,0.0,0.006
Informationsvermittlung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
scalable viewing,0.0,0.0,0.0,0.006,0.0,0.0,0.0
filmwissenschaften,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Metasuche,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Autor*innenbibliotheken,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Bildähnlichkeitssuche,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Layoutanalyse,0.0,0.0,0.0,0.006,0.0,0.006,0.006
Digitalisiererung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Theaterwissenschaft,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Schattentheater,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Kontextualisat,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Kultur,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Materialität,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Aura,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Unity Engine,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Chronologie,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Datierung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Faust,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Graphen,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Werkgenese,0.0,0.0,0.0,0.006,0.0,0.0,0.006
Schools,0.0,0.0,0.0,0.006,0.0,0.0,0.0
außeruniversitäre Lehre,0.0,0.0,0.0,0.006,0.0,0.0,0.0
ocropy,0.0,0.0,0.0,0.006,0.0,0.0,0.0
imagepreprocessing,0.0,0.0,0.0,0.006,0.0,0.0,0.0
virtualmachine,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Graph,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Extraktion,0.0,0.0,0.0,0.006,0.0,0.0,0.0
neo4j,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Kuratierung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Suchportale,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Factoid-Modell,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Edirom,0.0,0.0,0.0,0.006,0.0,0.0,0.0
kulturwissenschaftliche Datenbank,0.0,0.0,0.0,0.006,0.0,0.0,0.0
FRBR,0.0,0.0,0.0,0.006,0.006,0.0,0.0
Pasticcio,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Textwissenschaft,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Markup,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Persistenz,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Numismatik,0.0,0.0,0.0,0.006,0.0,0.006,0.0
Archäologie,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Kommunikation von Forschungsmethoden,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Dependenzparsing,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Open Science,0.0,0.0,0.0,0.006,0.006,0.0,0.019
Peter Handke,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Multilingualität,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Outreach,0.0,0.0,0.0,0.006,0.0,0.0,0.0
rechtliche Rahmenbedingungen,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Schriftart,0.0,0.0,0.0,0.006,0.006,0.0,0.0
Neuronales Netz,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Buchgeschichte,0.0,0.0,0.0,0.006,0.0,0.0,0.0
WebAnno,0.0,0.0,0.0,0.006,0.0,0.0,0.0
EXMARaLDA,0.0,0.0,0.0,0.006,0.0,0.0,0.0
ISO/TEI,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Räumliche Interaktionen,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Soziale Interaktionen,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Besucherforschung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Interaktionsraum,0.0,0.0,0.0,0.006,0.0,0.0,0.0
räumliches Verhalten,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Tracking,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Metadatenanalyse,0.0,0.0,0.0,0.006,0.0,0.0,0.0
AG Datenzentren,0.0,0.0,0.0,0.006,0.0,0.006,0.0
Datenzetren,0.0,0.0,0.0,0.006,0.0,0.0,0.0
DHd,0.0,0.0,0.0,0.006,0.0,0.006,0.0
FDM,0.0,0.0,0.0,0.006,0.006,0.019,0.0
NFDI,0.0,0.0,0.0,0.006,0.0,0.0,0.013
Nationale Forschungsdateninfrastruktur,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Organisationsform,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Polygone,0.0,0.0,0.0,0.006,0.0,0.0,0.0
RestAPI,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Notizbuch,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Ideengenese,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Motion Capture,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Gestik,0.0,0.0,0.0,0.006,0.0,0.0,0.0
gesprochene Sprache,0.0,0.0,0.0,0.006,0.0,0.0,0.0
multimodale Kommunikation,0.0,0.0,0.0,0.006,0.0,0.0,0.0
maschinelle Sprachverarbeitung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Digitale Kunstgeschichte,0.0,0.0,0.0,0.006,0.0,0.0,0.006
Annotationssystem,0.0,0.0,0.0,0.006,0.0,0.0,0.0
graphische Narrative,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Integration,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Romanistik,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Metadatenextraktion,0.0,0.0,0.0,0.0,0.006,0.0,0.0
TEI-P5 XML Edition und Transformation,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Lexikalische Arbeit,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Suchmaschinen Programmierung,0.0,0.0,0.0,0.0,0.006,0.0,0.0
NLP-Ähnlichkeitssuche,0.0,0.0,0.0,0.0,0.006,0.0,0.0
WEB-Programmierung,0.0,0.0,0.0,0.0,0.006,0.0,0.0
git Projektmanagement,0.0,0.0,0.0,0.0,0.006,0.0,0.0
MongoDB,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Clustering,0.0,0.0,0.0,0.0,0.006,0.0,0.006
Intermediation,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Management,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Narrative,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Mediävistik,0.0,0.0,0.0,0.0,0.013,0.0,0.006
Co-Design,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Entwicklung,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Figurenrede,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Postmodern Poetry,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Translation,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Punctuation Reconstruction,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Lab,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Werkstatt,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Wissensvermittlung,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Entitäten,0.0,0.0,0.0,0.0,0.013,0.0,0.0
best-practices,0.0,0.0,0.0,0.0,0.006,0.0,0.0
visuelle Medien,0.0,0.0,0.0,0.0,0.006,0.0,0.0
quantitative Analyse,0.0,0.0,0.0,0.0,0.006,0.0,0.0
KNN,0.0,0.0,0.0,0.0,0.006,0.0,0.0
8-Bit,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Computerspiele,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Rezensionen,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Deutsches Zeitungsportal,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Deutsche Digitale Bibliothek,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Digital Heritage,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Sammlungsdatenmanagement,0.0,0.0,0.0,0.0,0.006,0.0,0.0
historische Drucke,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Inhaltsanalyse,0.0,0.0,0.0,0.0,0.006,0.006,0.013
Online-Beratung,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Kontextualisierung,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Ikoniziät,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Diagrammatik,0.0,0.0,0.0,0.0,0.006,0.0,0.006
Online Publishing,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Open Encyclopedia System,0.0,0.0,0.0,0.0,0.006,0.0,0.006
Schnittstelle,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Verschlagwortung,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Facettensuche,0.0,0.0,0.0,0.0,0.006,0.0,0.0
KunsthistorikerInnen,0.0,0.0,0.0,0.0,0.006,0.0,0.0
wissenschaftliche Forschungspraktiken,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Koreferenzauflösung,0.0,0.0,0.0,0.0,0.006,0.006,0.0
Named Entity Erkennung,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Webarchive,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Event Crawl,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Wahlkampf,0.0,0.0,0.0,0.0,0.006,0.0,0.0
reflektiert,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Erzählebenen,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Wertherness,0.0,0.0,0.0,0.0,0.006,0.0,0.0
CRETA,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Trinkglas,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Die gute Form,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Fraktur,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Schriftgeschichte,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Buchwissenschaft,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Typographie,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Computerliteratur,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Stochastische Musik,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Aleatorik,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Theo Lutz,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Wilhelm Fucks,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Wissenschaftsgeschichte der DH,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Karl Kraus,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Mittelniederdeutsch,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Grammatikographie,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Flexionsmorphologie,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Varianz,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Unsicherheit,0.0,0.0,0.0,0.0,0.006,0.0,0.0
unvollständige Daten,0.0,0.0,0.0,0.0,0.006,0.0,0.0
sozio-historische Netzwerkanalyse,0.0,0.0,0.0,0.0,0.006,0.0,0.0
statistische Inferenz,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Reformation,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Briefkorrespondenznetzwerk,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Topics-Anzahl,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Erfolgsfaktoren,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Figurenbeziehungen,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Figurenverzeichnis,0.0,0.0,0.0,0.0,0.006,0.0,0.0
GerDraCor,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Softwarekuration,0.0,0.0,0.0,0.0,0.006,0.0,0.0
digitale Methoden,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Lernen und Lehren,0.0,0.0,0.0,0.0,0.006,0.0,0.0
kanon,0.0,0.0,0.0,0.0,0.006,0.0,0.0
literaturgeschichte,0.0,0.0,0.0,0.0,0.006,0.0,0.0
portal,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Geoanalyse,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Mittelalterliche Manuskripte,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Optische Musikerkennung,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Digitalisierte Zeitungen,0.0,0.0,0.0,0.0,0.006,0.0,0.0
FAIR-Prinzipien,0.0,0.0,0.0,0.0,0.006,0.013,0.006
hierarchische Metadaten,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Textualität,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Medialität,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Forschungsprogramm,0.0,0.0,0.0,0.0,0.006,0.0,0.0
Statistische Musikwissenschaft,0.0,0.0,0.0,0.0,0.006,0.0,0.0
